LICENSE NUMBER,LICENSEE NAME,BUSINESS NAME,LICENSE TYPE,ACTIVE,COUNTY,Retail Delivery,Medical Grade,Hemp
020 1003337053A,"Gorgeous Green Farms, LLC",Gorgeous Green Farms,Recreational Producer,Yes,Multnomah,,,
010 1003340D344,"Lightscale, Inc.",Lightscale Labs,Laboratory,Yes,Multnomah,,,
050 1003343AD7E,Natural Wonders LLC,Natural Wonders,Recreational Retailer,Yes,Multnomah,Yes,,
030 100334417C0,"gron chocolate, LLC",gr├╢n chocolate,Recreational Processor,Yes,Multnomah,,Yes,
050 1003394CD52,The Green Remedy LLC,The Green Remedy ,Recreational Retailer,Yes,Multnomah,,Yes,
050 10034040260,Happy Lane LLC,Collective Awakenings,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10034282CCC,The New Amsterdam LLC,The New Amsterdam,Recreational Retailer,Yes,Multnomah,,Yes,
050 1003433A4EA,Serious Enterprises LLC,Gram Central Station,Recreational Retailer,Yes,Multnomah,,,
030 10034420441,"Aqul Labs, LLC",Noble Concentrates,Recreational Processor,Yes,Multnomah,,,Yes
050 10034516B89,BON VIVANT LLC,SHANGO PREMIUM CANNABIS,Recreational Retailer,Yes,Multnomah,,Yes,
050 1003452F812,BON VIVANT LLC,SHANGO PREMIUM CANNABIS,Recreational Retailer,Yes,Multnomah,,Yes,
050 1003497C60E,Premium Medicine Of Oregon LLC,"Premium Medicine Of Oregon, LLC",Recreational Retailer,Yes,Multnomah,,,
050 1003518CE3D,"Bite One""s Lip LLC",Deanz Greenz,Recreational Retailer,Yes,Multnomah,,Yes,
050 100352226E9,"Bite One""s Lip LLC",Deanz Greenz,Recreational Retailer,Yes,Multnomah,,Yes,
030 10035557A1D,Precision Alchemy LLC,Precision Alchemy,Recreational Processor,Yes,Multnomah,,,Yes
060 1003574D09C,"Decatur One LLC, Bradford Two LLC, Bradford Three LLC",Bradford Three,Recreational Wholesaler,Yes,Multnomah,,,
060 10035818084,"TECA Holding Company, Inc.",The Dub Wholesale,Recreational Wholesaler,Yes,Multnomah,,Yes,
050 10036004097,Trees Portland LLC,Trees 102,Recreational Retailer,Yes,Multnomah,,Yes,
020 10036019F43,"Au Courant Gardens, LLC","Au Courant Gardens, LLC",Recreational Producer,Yes,Multnomah,,,
020 10036256171,"Wy'east Oregon Gardens, LLC",WE OG,Recreational Producer,Yes,Multnomah,,,
050 1003636DAFA,Northwest Greenhouse LLC,Pacific Green,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 10036384955,13 Bridges LLC,Grizzly Farms,Recreational Producer,Yes,Multnomah,,,
030 1003655FB00,"Nova Paths, LLC",Nova Paths,Recreational Processor,Yes,Multnomah,,,Yes
050 1003660E75D,Firestation 23 inc,Cannabliss & Co. ,Recreational Retailer,Yes,Multnomah,Yes,,
030 100366625F2,"Wy'east Oregon Gardens, LLC",WE OG,Recreational Processor,Yes,Multnomah,,,
050 10036675D37,Rye Waters Incorporated,Greenbuds,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10036766B3B,Blubird World LLC,MindRite,Recreational Retailer,Yes,Multnomah,,Yes,
030 10037098A6B,Urban Collective PDX LLC,Portland Extracts,Recreational Processor,Yes,Multnomah,,,
020 10037212129,Quality Product Solutions LLC,Cloud Cover,Recreational Producer,Yes,Multnomah,,,
050 100372264E0,Gras on 7th Inc,Gras Cannabis,Recreational Retailer,Yes,Multnomah,,Yes,
010 1003723B074,"Synergistic Pesticide Laboratory, LLC","Synergistic Pesticide Laboratory, LLC",Laboratory,Yes,Multnomah,,,
050 100374466A6,Rose City USA LLC,Roseway Organics,Recreational Retailer,Yes,Multnomah,,,
020 1003747EBD2,Kola Brand LLC,Sugarbud,Recreational Producer,Yes,Multnomah,,,
060 100375652F3,Tim and Tobin's Farm Company,Sky High Farms,Recreational Wholesaler,Yes,Multnomah,,,
060 1003757C9F3,Evrgrn LLC,evrgrn llc,Recreational Wholesaler,Yes,Multnomah,,Yes,
030 10037955D83,"Yabuwi, Inc.",Danodan Grassworks,Recreational Processor,Yes,Multnomah,,,Yes
050 10038053342,Urban Farmacy,Urban Farmacy,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 1003825DB95,"Anworth, Inc.",Luminous Botanicals,Recreational Processor,Yes,Multnomah,,,
050 1003834AEE9,the natural refinery llc,Refinery Canna Connoisseur,Recreational Retailer,Yes,Multnomah,,,
030 100384161D7,Greenpoint Oregon Inc.,Chalice,Recreational Processor,Yes,Multnomah,,,Yes
020 100384596DF,Certified Portland LLC,Certified Portland,Recreational Producer,Yes,Multnomah,,,
050 1003859B9F6,La Cannaisseur LLC,La Cannaisseur,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 100388704F8,TRULY PURE LLC,TRULY PURE LLC,Recreational Wholesaler,Yes,Multnomah,,,
050 10039071885,"Uplift Botanicals, LLC",Uplift Botanicals,Recreational Retailer,Yes,Multnomah,Yes,,
050 10039294D00,"Left Coast Canopy, LLC ",Zion Cannabis,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 10039397D78,Dreamfield Transfer Services Inc,Dreamfield Transfer Services,Recreational Wholesaler,Yes,Multnomah,,,
050 1003989261F,MCC PDX LLC,Madrone Cannabis Club PDX,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10039904AAD,Everett Holdings LLC. ,Budlandia,Recreational Retailer,Yes,Multnomah,,Yes,
050 100400192AC,22nd and Burn Inc.,Cannabliss & Co. ,Recreational Retailer,Yes,Multnomah,Yes,,
050 10040109FC7,"Pakalolo PDX, LLC",Pakalolo,Recreational Retailer,Yes,Multnomah,Yes,,
050 100404599E6,Urban Collective PDX LLC,Portland Extracts,Recreational Retailer,Yes,Multnomah,,Yes,
030 10040929065,"Decatur One LLC, Bradford Two LLC, Bradford Three LLC",Pistil Point Labs,Recreational Processor,Yes,Multnomah,,,
050 10041073E5E,Jayne Inc.,Jayne,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 1004108D098,CO2 Company Auction House LLC,Headwater,Recreational Wholesaler,Yes,Multnomah,,,
050 1004116B110,CO2 Company Auction House LLC,Cannabis & Co.,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 10041636BF6,"Little House Foods Limited, Tilikum Ventures LLC, PP Oregon LLC",Little House Foods,Recreational Processor,Yes,Multnomah,,Yes,
050 10041804D94,"Mazuma Merchant Services, LLC",Portland Pot shop,Recreational Retailer,Yes,Multnomah,,,
060 1004185E1D1,MCC PDX LLC,Madrone Wholesale,Recreational Wholesaler,Yes,Multnomah,,Yes,
050 10041989EBF,"Williams, LLC",Bridge City Collective,Recreational Retailer,Yes,Multnomah,,Yes,
050 100420301FA,"Grand, LLC",Bridge City Collective,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 100421551B0,"Aces, LLC ",Alberta Green House,Recreational Retailer,Yes,Multnomah,,,
060 100421702D4,"CBZ, LLC",Blaze Distribution,Recreational Wholesaler,Yes,Multnomah,,Yes,
030 100427194F1,Process Development Labs LLC,Original Extracts,Recreational Processor,Yes,Multnomah,,,
050 1004282BD55,Hawthco One Corporation,Portland Canna Connection ,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1004294B93A,Tree House Collective LLC,Tree House Collective,Recreational Retailer,Yes,Multnomah,,Yes,
050 1004303A9ED,"Greenlink Retail, Inc.",Five Zero Trees,Recreational Retailer,Yes,Multnomah,,Yes,
050 1004323E257,"LAWC West II, Inc",Little Amsterdam Wellness Center,Recreational Retailer,Yes,Multnomah,,Yes,
050 1004330B65D,Max Consulting Group LLC,Swed.co,Recreational Retailer,Yes,Multnomah,,,
050 1004337113E,JIMO Holdings LLC,Paradise Found,Recreational Retailer,Yes,Multnomah,,Yes,
060 10043793AD8,Swell Companies Limited,Swell Companies,Recreational Wholesaler,Yes,Multnomah,,,
030 1004467970D,Gesundheit Foods LLC,Gesundheit Foods ,Recreational Processor,Yes,Multnomah,,,Yes
050 10044837348,"Attikus Enterprises, Inc.",Ivy Cannabis,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 1004491FAFD,Green Canopy Wholesale LLC,Green Canopy Wholesale,Recreational Wholesaler,Yes,Multnomah,,,
050 10045076F8E,Hilltop Pharmaceuticals Inc.,Grohi Station,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 100453108DB,Flow State Distro Inc,The Cannabis Distribution Co.,Recreational Wholesaler,Yes,Multnomah,,,
050 10045414F9E,Green Remedies LLC,Natural Remedies,Recreational Retailer,Yes,Multnomah,,Yes,
060 1004549104A,Northwest Production and Marketing LLC,FlavRx,Recreational Wholesaler,Yes,Multnomah,,,
050 1004550B848,Joseph Glover LLC,Green Gratitude,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 100456999AB,"PearlServ Enterprises, LLC",Virtue Supply Company,Recreational Retailer,Yes,Multnomah,,,
060 100460860AA,CBN.OPP Inc,CBN.OPP.INC,Recreational Wholesaler,Yes,Multnomah,,Yes,
050 1004610DCA2,JB Retail LLC,Spark ,Recreational Retailer,Yes,Multnomah,,,
010 10046111391,GreenHaus Analytical Labs LLC,Evio Labs Portland,Laboratory,Yes,Multnomah,,,
060 1004615E2CC,"Nug Run Farms, LLC",Cultivated Industries,Recreational Wholesaler,Yes,Multnomah,,Yes,
060 10046405D93,Greenpoint Oregon Inc. ,Chalice,Recreational Wholesaler,Yes,Multnomah,,,
030 10046749A05,MTP LLC,Lady Green's Treats,Recreational Processor,Yes,Multnomah,,Yes,
050 10047179FEF,Progressive Collective LLC,Progressive Collective,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 10047196AA8,MCCM Scientific LLC,Hapy Kitchen/Umbrella Extracts,Recreational Processor,Yes,Multnomah,,Yes,Yes
020 100473196E7,KGB Farms LLC,KGB Farms,Recreational Producer,Yes,Multnomah,,,
060 100473337E7,"Odyssey Distribution, LLC",Odyssey,Recreational Wholesaler,Yes,Multnomah,,,
020 1004747A48A,"Sauvie Island Reserves, LLC","Sauvie Island Reserves, LLC",Recreational Producer,Yes,Multnomah,,,
050 10047558964,"Amberlight, LLC   ",Amberlight Cannabis House,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1004764F055,Division Holistic llc,Local Herb,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 10048105C6B,Titan's Kind LLC,Titan's Kind,Recreational Processor,Yes,Multnomah,,,
050 1004832102C,Plane Jane's LLC,Plane Jane's,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 10048798ABC,"Cosmic, LLC",Cosmic Treehouse,Recreational Wholesaler,Yes,Multnomah,,,
050 10050430383,Cured Green LLC,Cured Green,Recreational Retailer,Yes,Multnomah,Yes,,
050 1005045C29E,Powellhurst Alternative Medical Center LLC,The Flowershop Powellhurst,Recreational Retailer,Yes,Multnomah,,,
050 1005063D72C,Trellis Holdings OP - 3424 NE 82nd Avenue LLC,Doctor's Orders,Recreational Retailer,Yes,Multnomah,,,
050 100508675B1,"Mana PDX, Inc",Marijuana Paradise,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1005108139A,"11121 Division, LLC",Lifted North West,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 100511466BA,"WEST COAST DEVELOPMENT OREGON, LLC",W Vapes,Recreational Processor,Yes,Multnomah,,,
050 1005117D2A6,"Attis Trading Company - Barbur, LLC",Attis Trading Company,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10051193A0E,"Attis Trading Company - Cully, LLC",Attis Trading Company,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1005120BE71,"Attis Trading Company - Gladstone, LLC",Attis Trading Company,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10051364EB2,"1450 SE Orient, LLC",Kaleafa Gresham,Recreational Retailer,Yes,Multnomah,,,
020 10052039ED1,Northwest Grown LLC,Burk Brothers ,Recreational Producer,Yes,Multnomah,,,
050 1005246CE22,"Tidepool East, Inc.",Five Zero Trees,Recreational Retailer,Yes,Multnomah,,,
050 1005285C05B,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10052863E43,"Cannabis Corner, LLC.",Cannabis Corner,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1005311F15C,Slabtown Proprietors LLC,Slabtown,Recreational Retailer,Yes,Multnomah,,Yes,
030 1005313C7C9,Mulino Agricultural II LLC,Cannananda,Recreational Processor,Yes,Multnomah,,,
050 1005314D346,One Draw Two Dispensary,One Draw Two,Recreational Retailer,Yes,Multnomah,Yes,,
030 100532931F0,"Portland Rosin Company, LLC",Portland Rosin Company,Recreational Processor,Yes,Multnomah,,,
050 10053314FB4,Giovanni's LLC,Cannasource,Recreational Retailer,Yes,Multnomah,Yes,Yes,
010 100536507C4,"3B Analytical, LLC",3B Analytical,Laboratory,Yes,Multnomah,,,
060 100544075A5,WWMP LLC,Kaleafa ,Recreational Wholesaler,Yes,Multnomah,,,
050 1005454E984,Krystal Green LLC,Shaman Cannabis,Recreational Retailer,Yes,Multnomah,,Yes,
050 10054963D9C,4.0 Belmont LLC,4.0 Belmont,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 10055347FD8,"Attikus Enterprises, Inc.",IVY CANNABIS,Recreational Wholesaler,Yes,Multnomah,,,
050 10055625B58,"Kush Cart, LLC",Kush Cart,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10055695C26,"Magic Castle, Inc.",Magic Castle,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 10056278F7F,"Fidus Family Farms, LLC",Fidus Family Farms,Recreational Producer,Yes,Multnomah,,,
020 10056287862,"Burnside Garden Collective, LLC",Archive,Recreational Producer,Yes,Multnomah,,,
050 1005636D59B,Oregon Grown Gift Shop LLC,Oregon Grown,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 1005749C551,Mana Holdings LLC,Mana Farms,Recreational Producer,Yes,Multnomah,,,
020 10058005872,"Pot of Gold Distributing, LLC",Pot of Gold,Recreational Producer,Yes,Multnomah,,,
060 1005831EC1F,"Brothers Garcia, INC",Cascadia Premium Cannabis,Recreational Wholesaler,Yes,Multnomah,,,
060 1005842D26B,Laughing Lion Distribution LLC,Laughing Lion Distribution,Recreational Wholesaler,Yes,Multnomah,,,
050 1005889ADB7,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,Yes,,
050 10059292304,Sweet Leaf Illusions LLC,Sweet Leaf Illusions,Recreational Retailer,Yes,Multnomah,,,
020 1005930AA68,"Gillihan Growers, LLC",Merry Belle Farm,Recreational Producer,Yes,Multnomah,,,
060 1005964E660,"Sunburst Investments II, Inc",Groundworks Distribution,Recreational Wholesaler,Yes,Multnomah,,Yes,
060 1005999C2FD,"Nectar Markets, LLC",Nectar,Recreational Wholesaler,Yes,Multnomah,,Yes,
030 10060134ABC,Mana Holdings LLC,Mana Extracts,Recreational Processor,Yes,Multnomah,,,
020 1006025F20A,"East Wind Extracts, Inc.",East Wind Cannabis,Recreational Producer,Yes,Multnomah,,,
030 1006054D27C,"Northwest Processing and Packaging, LLC",FlavrX,Recreational Processor,Yes,Multnomah,,,
050 1006105BAF2,"Green Box, LLC.",Green Box,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 100617717F1,"KFG Partners, LLC","KFG Partners, LLC",Recreational Producer,Yes,Multnomah,,,
050 1006287B0C6,MML Holdings LLC,Papa Buds,Recreational Retailer,Yes,Multnomah,,,
050 1006325AD11,"Nature's Alternative, Inc.","Wild West Emporium, Sandy Blvd",Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 10063368939,Beehive Extracts LLC,Beehive Extracts,Recreational Processor,Yes,Multnomah,,Yes,
050 10063534435,Tetra Management LLC,"Wild West Emporium, Duke Street",Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 1006360C2D1,Loud Lollies LLC.,Loud Lollies LLC ,Recreational Processor,Yes,Multnomah,,,
050 1006368EB36,Rip City Delivery LLC,Rip City Delivery,Recreational Retailer,Yes,Multnomah,,Yes,
050 1006382C6BF,Green Hop LLC,Green Hop LLC,Recreational Retailer,Yes,Multnomah,Yes,Yes,
060 10063970F57,"TSL Distribution, LLC",The SWEET Life / American Patriot Brands,Recreational Wholesaler,Yes,Multnomah,,,
050 10064647FD2,SFC LLC,Green Mountain Fire,Recreational Retailer,Yes,Multnomah,,,
020 1006559EBCE,"Louis VuChron, LLC","Louis VuChron, LLC",Recreational Producer,Yes,Multnomah,,,
050 100657599C7,Raymond Telly Jr.,Higher Healing,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 100659693F0,Patch and Process LLC,Synergy Skin Worx,Recreational Processor,Yes,Multnomah,,,
050 10067226DF1,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 100680194B2,"Family Innovation Farms, LLC","Family Innovation Farms, LLC",Recreational Producer,Yes,Multnomah,,,
050 10068514E68,"BTE Reed, LLC",Floyd's Fine Cannabis,Recreational Retailer,Yes,Multnomah,Yes,,
060 10068568C9A,"Demeter Gardens, LLC",Demeter Gardens,Recreational Wholesaler,Yes,Multnomah,,,
050 1006884F4A9,"BTE 2, LLC",Floyd's Fine Cannabis,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 1006998E36A,Neighbor Dave's Organics  LLC,Neighbor Dave's Organics ,Recreational Producer,Yes,Multnomah,,,
020 10070281BF0,F & G Productions LLC,Superb,Recreational Producer,Yes,Multnomah,,,
050 10070500173,ReLeaf Health Oregon LLC,ReLeaf Health,Recreational Retailer,,Multnomah,,,
050 10070593E9E,"VLF Management, LLC",Diem,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 1007114EBCD,"East Wind Extracts, Inc.",East Wind Cannabis,Recreational Processor,Yes,Multnomah,,,
060 10071252572,"Cannabis Corner, LLC.",Cannabis Corner,Recreational Wholesaler,Yes,Multnomah,,,
030 1007127DC50,"EliteXtrx, LLC","Elitextrx, LLC",Recreational Processor,Yes,Multnomah,,Yes,Yes
020 1007176ECDE,"EliteXtrx, LLC","EliteXtrx, LLC",Recreational Producer,Yes,Multnomah,,,
050 10071949172,La Mota Front Ave LLC and Rosa Cazares,La Mota Front Ave LLC,Recreational Retailer,Yes,Multnomah,,,
050 100719502BC,La Mota Sandy LLC ,La Mota Sandy Blvd LLC,Recreational Retailer,Yes,Multnomah,,,
030 10072033C5C,JB Processing LLC,StumpTown Extracts,Recreational Processor,Yes,Multnomah,,,
060 10072736077,Sovereign Methods Inc,Sovereign Methods Inc,Recreational Wholesaler,Yes,Multnomah,,Yes,
020 10072863341,DMN Industries LLC,DMN Industries LLC,Recreational Producer,Yes,Multnomah,,,
050 1007330C830,MCCM Scientific LLC,Hapy Kitchen,Recreational Retailer,,Multnomah,,,
030 1007341A815,Terp Secret LLC,Stone Age Edibles,Recreational Processor,Yes,Multnomah,,,
060 10073480FF1,"Green Beehive, LLC",Green Beehive,Recreational Wholesaler,Yes,Multnomah,,,
020 10073765378,La Mota Front Ave LLC and Rosa Cazares,La Mota Front Ave LLC,Recreational Producer,Yes,Multnomah,,,
030 1007405A532,MCTSA Management Corporation,Rose City Confections,Recreational Processor,Yes,Multnomah,,,Yes
030 1007419C855,Grassroots Extracts LLC,Grassroots Extracts,Recreational Processor,Yes,Multnomah,,,
060 1007463B228,"Packaging Brothers, LLC","Packaging Brothers, LLC",Recreational Wholesaler,Yes,Multnomah,,Yes,
030 1007479D79B,MP Beverages LLC,Mirth Provisions,Recreational Processor,Yes,Multnomah,,,
050 1007619260C,Medicated LLC,Medicated ,Recreational Retailer,Yes,Multnomah,,,
050 1007632F435,Slichlolo Broadway Retail LLC,Floyd's Fine Cannabis,Recreational Retailer,Yes,Multnomah,,,
030 1007690CCB7,SHIVA BLUE LLC,Shiva Blue,Recreational Processor,Yes,Multnomah,,,
050 1007806B0B8,La Mota Johnson Creek LLC & Rosa Cazares,La Mota,Recreational Retailer,Yes,Multnomah,,,
050 100782896E8,"Tidepool Northeast, Inc.",Five Zero Trees,Recreational Retailer,Yes,Multnomah,,Yes,
050 1007856B38D,KLJ LLC,Multnomah Greens,Recreational Retailer,Yes,Multnomah,,,
030 1007863A31B,Astronomical Extracts LLC,Astronomical Extracts ,Recreational Processor,Yes,Multnomah,,,
050 1007988A80E,CFA RETAIL LLC,Chalice Farms,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1007989F581,CFA RETAIL LLC,Chalice Farms,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10079902125,CFA RETAIL LLC,Chalice Farms,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10080309B66,Stoney Only Portland LLC,Stoney Only Portland,Recreational Retailer,Yes,Multnomah,,,
020 10081153776,"Graham Street Partners, LLC",Injoy Cannabis,Recreational Producer,Yes,Multnomah,,,
050 10082411AE5,"Fire Cannabis, Inc.",The Dime Store Cannabis,Recreational Retailer,Yes,Multnomah,,,
060 100835384A4,"Hunter Distributing, LLC ",Hunter Distributing,Recreational Wholesaler,Yes,Multnomah,,,
020 100840709BA,Ball ventures LLC ,Ball Ventures,Recreational Producer,Yes,Multnomah,,,
050 10085769FE9,"Today's Herbal Choice Fremont, LLC","Today's Herbal Choice Fremont, LLC",Recreational Retailer,Yes,Multnomah,,,
030 10086238042,"Farmer's Friend Extracts, LLC","Farmer's Friend Extracts, CBD Apothecary, THC Apothecary",Recreational Processor,Yes,Multnomah,,,Yes
060 10087483F97,Khan Logistics LLC,Khan Logistics LLC,Recreational Wholesaler,Yes,Multnomah,,,
020 1008810E609,Pacific Grove LLC/ Black Diamond Properties LLC,Pacific Grove,Recreational Producer,Yes,Multnomah,,,
050 10090892548,"SHH...,LLC",Greenery,Recreational Retailer,Yes,Multnomah,,,
060 100927757C9,KAHLM JV LLC,KAHLM,Recreational Wholesaler,Yes,Multnomah,,,
030 1009301F153,Oregon Edibles LLC,Wezzer Edibles ,Recreational Processor,Yes,Multnomah,,,
050 100930492A3,"Fidus PDX, LLC",Fidus PDX,Recreational Retailer,Yes,Multnomah,,,
020 100931449DB,Looking Glass Extracts LLC,Looking Glass Extracts,Recreational Producer,Yes,Multnomah,,,
020 10093213889,"IR Industries, LLC", Island agriculture solutions ,Recreational Producer,Yes,Multnomah,,,
060 10094287038,"Novik Industries, LLC","Novik Industries, LLC",Recreational Wholesaler,Yes,Multnomah,,,
020 10095646681,"RIP CITY ROOTS, LLC","Rip City Roots, LLC",Recreational Producer,Yes,Multnomah,,,
060 10097389F21,Gesundheit Foods LLC,Gesundheit Foods ,Recreational Wholesaler,Yes,Multnomah,,,
050 10099690C5E,Willamette Bay Holdings Inc.,The Canna Shoppe ,Recreational Retailer,Yes,Multnomah,,,
050 10100114EFC,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 101048392D3,Gaza LLC,Plus Dispensary ,Recreational Retailer,Yes,Multnomah,,,
050 1010496F611,"Today's Herbal Choice Barbur, LLC","Today's Herbal Choice Barbur, LLC",Recreational Retailer,Yes,Multnomah,,,
060 1010577C5EF,SDK Wholesale LLC,INDULGE,Recreational Wholesaler,Yes,Multnomah,,,
050 1010612228E,Brothers Cannabis Club LLC,Brothers Cannabis,Recreational Retailer,Yes,Multnomah,,,
030 1010834C527,Revolution Green LLC,Revolution Green,Recreational Processor,Yes,Multnomah,,,
060 10108889A46,IVXX LLC,420 Moving Company,Recreational Wholesaler,Yes,Multnomah,,,
050 10109202F8F,"Oregon Bud Company, LLC",Oregon Bud Company,Recreational Retailer,Yes,Multnomah,,,
030 10110590A77,"Old Willamette Ice Creamery, LLC",CROWN B ALCHEMY,Recreational Processor,Yes,Multnomah,,,
050 10111574ADA,R A & R Inc.,Medigreen Collective,Recreational Retailer,Yes,Multnomah,,,
020 10112054705,SJJD CONSULTING LLC,Meraki Gardens,Recreational Producer,Yes,Multnomah,,,
050 10112894E36,La Mota Courts LLC and Rosa Cazares,La Mota Court LLC,Recreational Retailer,Yes,Multnomah,,,
050 1011298F0B2,"Nectar Markets, LLC",Nectar Markets,Recreational Retailer,Yes,Multnomah,,,
050 101140111D9,LGCLORDIS1 LLC,Terpene Station,Recreational Retailer,Yes,Multnomah,,,
060 10114647CE2,SJJD CONSULTING LLC,Resonate,Recreational Wholesaler,Yes,Multnomah,,,
050 1012804DBFF,"Tidepool Interstate, Inc.",Five Zero Trees,Recreational Retailer,Yes,Multnomah,,,
050 1013239D34B,"GW Retail Alberta, Inc. ",Electric Lettuce Alberta,Recreational Retailer,Yes,Multnomah,,,
050 101330248CE,PanHealth Solutions Inc.,The People's Dispensary,Recreational Retailer,Yes,Multnomah,,,
050 1013305B57E,"Farma on Hawthorne, Inc.",Farma,Recreational Retailer,Yes,Multnomah,,,
050 1013413CA5B,REC REHAB CONSULTING LLC,Ascend Dispensary,Recreational Retailer,Yes,Multnomah,,,
060 10135260924,BSWS LLC,BSWS,Recreational Wholesaler,Yes,Multnomah,,,
030 1013531D701,"Folium Originals, LLC",Karma Originals,Recreational Processor,Yes,Multnomah,,,
060 1013532678D,"Folium Originals, LLC",Karma Originals,Recreational Wholesaler,Yes,Multnomah,,,
050 101353460C5,MEGAWOOD ENTERPRISES INC,Pure Green,Recreational Retailer,Yes,Multnomah,,,
050 101369028B1,LL RETAIL INCORPORATED,LUCKY LION,Recreational Retailer,Yes,Multnomah,,,
020 1000810A001,Cowgirl Cannabis LLC,Cowgirl Cannabis,Recreational Producer,Yes,Polk,,,
050 10009873CDF,Cowgirl Cannabis LLC,West Salem Cannabis,Recreational Retailer,Yes,Polk,Yes,Yes,
020 100164183CE,45th Parallel Farms LLC,45TH PARALLEL FARMS,Recreational Producer,Yes,Polk,,,
020 1002024DAE7,Family Organic Gardens LLC,F.O.G.,Recreational Producer,Yes,Polk,,,
020 10021306BEB,ABUNDANT REMEDIES,Abundant Remedies,Recreational Producer,Yes,Polk,,,
020 100217940BA,Daydream Farm LLC,Daydream Farm Cannabis,Recreational Producer,Yes,Polk,,,
020 100220682D3,Family Organic Gardens LLC,Family Organic Gardens,Recreational Producer,Yes,Polk,,,
020 10024249B3C,America1776 LLC, America1776 LLC,Recreational Producer,Yes,Polk,,,
020 10024622AD0,E Farms LLC,Elephant Farms ,Recreational Producer,Yes,Polk,,,
020 10028473711,Emerald Evolution LLC,Emerald Evolution,Recreational Producer,Yes,Polk,,,
020 100297005CC,"Lotus Family Farms, LLC",Lotus Family Farms,Recreational Producer,Yes,Polk,,,
020 10029770025,Oregon Valley Soils LLC,Oregon Valley Greens,Recreational Producer,Yes,Polk,,,
020 1003067B2BA,"HBB13, LLC",Honey Badger's Buds,Recreational Producer,Yes,Polk,,,
020 10031060E16,Elysian Craft Cultivation LLC,Elysian Craft Cultivation,Recreational Producer,Yes,Polk,,,
020 1003138B4B6,The Kendo Group LLC,The Kendo Group,Recreational Producer,Yes,Polk,,,
020 1003194AED5,National Botanicals LLC,National Botanicals LLC,Recreational Producer,Yes,Polk,,,
020 10033335188,Ginger Lessey / Stephen Lessey,Oak Ponds Farm,Recreational Producer,Yes,Polk,,,
020 10034011C33,Froglicker Farms,"Froglicker Farms, LLC",Recreational Producer,Yes,Polk,,,
020 100370296E0,Mill Creek Growers LLC,Mill Creek Growers,Recreational Producer,Yes,Polk,,,
020 1003970F880,"Glas Farms, LLC","Glas Farms, LLC",Recreational Producer,Yes,Polk,,,
020 10040438787,Maxfield Farms LLC,Kendo Farms,Recreational Producer,Yes,Polk,,,
050 1004054A790,"Going Green Albany, Inc.",Going Green Grand Ronde,Recreational Retailer,Yes,Polk,,,
020 10040854780,Savage Cannabis LLC,Savage Cannabis,Recreational Producer,Yes,Polk,,,
020 1004723F007,Hands On Horticulture LLC / Chris Rentzel,Fire Flower,Recreational Producer,Yes,Polk,,,
